iter	RMSE
286	4.573718207
287	4.570108515
288	4.56638709
289	4.563568908
290	4.561385041
291	4.560538777
292	4.553760558
293	4.551201813
294	4.549411175
295	4.547303188
296	4.545684272
297	4.544792717
298	4.542140447
299	4.54064689
300	4.535482222
301	4.532090737
302	4.529496744
303	4.528294613
304	4.525949382
305	4.525345763
306	4.520778637
307	4.519317503
308	4.514012907
309	4.509371712
310	4.502423396
311	4.499734492
312	4.49914152
313	4.498532694
314	4.494426815
315	4.492806995
316	4.48857993
317	4.484034382
318	4.482798667
319	4.48261727
320	4.478901209
321	4.478336709
322	4.476230167
323	4.473931614
324	4.471411193
325	4.46678787
326	4.466414899
327	4.462798829
328	4.45864209
329	4.454095453
330	4.452145348
331	4.448553806
332	4.446581728
333	4.439275218
334	4.435259364
335	4.430172429
336	4.427756518
337	4.423419902
338	4.420826955
339	4.418994626
340	4.415162082
341	4.408539218
342	4.408188477
343	4.404151703
344	4.399895369
345	4.396465395
346	4.394131636
347	4.389959885
348	4.388854244
349	4.385900077
350	4.382471085
351	4.378053416
352	4.376180976
353	4.372113658
354	4.368680746
355	4.366550935
356	4.366308453
357	4.364576233
358	4.362250654
359	4.356322773
360	4.353068754
361	4.351128388
362	4.349285501
363	4.348816316
364	4.346487616
365	4.33974902
366	4.335519052
367	4.335072897
368	4.333314636
369	4.329556994
370	4.32638982
371	4.32340533
372	4.32308437
373	4.319351059
374	4.319202054
375	4.317019584
376	4.312373646
377	4.309842255
378	4.306447709
379	4.302697458
380	4.301622695
381	4.30022791
382	4.298312543
383	4.296125976
384	4.292941635
385	4.288326291
386	4.283402519
387	4.282730529
388	4.280823572
389	4.277523202
390	4.273539728
391	4.269804971
392	4.267183913
393	4.263466304
394	4.259517728
395	4.256276263
396	4.253357816
397	4.247753272
398	4.244958332
399	4.241923858
400	4.239300597
401	4.237144673
402	4.235754925
403	4.231400117
404	4.231080449
405	4.229318469
406	4.224857083
407	4.222096644
408	4.220048622
409	4.217523903
410	4.214700021
411	4.213758002
412	4.210308722
413	4.208594734
414	4.205942749
415	4.202692719
416	4.200966006
417	4.19590749
418	4.192042622
419	4.189709178
420	4.189521123
421	4.187830307
422	4.185677819
423	4.183181347
424	4.179494123
425	4.178057595
426	4.173640156
427	4.172598221
428	4.169565735
429	4.165746462
430	4.164363462
431	4.161038597
432	4.159644576
433	4.159033273
434	4.158492837
435	4.157904458
436	4.156622407
437	4.153893041
438	4.150376296
439	4.146023172
440	4.142937873
441	4.137754125
442	4.135573625
443	4.134146558
444	4.131824457
445	4.129778902
446	4.127094966
447	4.124410236
448	4.121901869
449	4.119524092
450	4.114739152
451	4.112167568
452	4.108945191
453	4.106713789
454	4.105305107
455	4.102286864
456	4.096530845
457	4.093625522
458	4.090940522
459	4.086201724
460	4.082716815
461	4.079876736
462	4.078300241
463	4.076527173
464	4.074761007
465	4.071051666
466	4.069582349
467	4.069027856
468	4.066605924
469	4.061851139
470	4.060946737
471	4.055256415
472	4.053144961
473	4.05196084
474	4.047764787
475	4.046459616
476	4.045466511
477	4.042497396
478	4.040045377
479	4.036427179
480	4.032613644
481	4.032496182
482	4.031952073
483	4.029000336
484	4.026726911
485	4.02409016
486	4.021724214
487	4.019888676
488	4.018399654
489	4.017060511
490	4.016768993
491	4.013580287
492	4.012149932
493	4.011921411
494	4.009709038
495	4.007069379
496	4.003626422
497	4.000372076
498	3.99835894
499	3.993352331
500	3.990669647
501	3.988535616
502	3.986308505
503	3.98593351
504	3.984592713
505	3.982475915
506	3.978795344
507	3.976869328
508	3.976747796
509	3.975356642
510	3.97462148
511	3.972043972
512	3.968831416
513	3.966410901
514	3.96438933
515	3.962265241
516	3.957695085
517	3.954555411
518	3.951888418
519	3.94767471
520	3.947230918
521	3.946770586
522	3.946602503
523	3.944231993
524	3.94368111
525	3.943513319
526	3.941453521
527	3.940635032
528	3.935526077
529	3.931928644
530	3.931558571
531	3.929126122
532	3.925638325
533	3.924018813
534	3.923382716
535	3.92075846
536	3.916737265
537	3.912141649
538	3.910717966
539	3.909132862
540	3.907334571
541	3.90535602
542	3.90238487
543	3.901825347
544	3.899977402
545	3.897737723
546	3.895928892
547	3.891422076
548	3.88758782
549	3.884238715
550	3.881789197
551	3.880225941
552	3.877675521
553	3.874904085
554	3.871531899
555	3.870486238
556	3.869147838
557	3.866269423
558	3.866129713
559	3.863051682
560	3.859757531
561	3.857889493
562	3.85453702
563	3.852717366
564	3.850903333
565	3.849367492
566	3.846637425
567	3.84524196
568	3.842160151
569	3.839960004
570	3.834405332
571	3.831942515
572	3.83031982
573	3.825706544
574	3.824416227
575	3.823999479
576	3.820505635
577	3.819901827
578	3.817156629
579	3.813889245
580	3.810520209
581	3.809274005
582	3.807418568
583	3.804808628
584	3.802902372
585	3.802119864
586	3.800288418
587	3.797890663
588	3.796589926
589	3.792648798
590	3.790845104
591	3.786259875
592	3.783253898
593	3.781424377
594	3.781235185
595	3.779650049
596	3.777709939
597	3.776738862
598	3.775202222
599	3.774614611
600	3.773429401
601	3.772408954
602	3.771033383
603	3.769008481
604	3.767491124
605	3.767307506
606	3.764983446
607	3.764552693
608	3.760477215
609	3.759026008
610	3.758386363
611	3.755448129
612	3.753524186
613	3.752097765
614	3.749822118
615	3.746627857
616	3.742547878
617	3.742375922
618	3.737098848
619	3.735460299
620	3.731358679
621	3.730914327
622	3.729999118
623	3.727470026
624	3.725902209
625	3.724438694
626	3.723828944
627	3.722419001
628	3.721927122
629	3.720083123
630	3.719879052
631	3.719767038
632	3.718380896
633	3.716597049
634	3.716156062
635	3.715673278
636	3.715249454
637	3.714517036
638	3.713450692
639	3.712961044
640	3.710425791
641	3.709699078
642	3.708223567
643	3.706330096
644	3.704827876
645	3.704671131
646	3.70337137
647	3.702893724
648	3.701284028
649	3.698542539
650	3.694710557
651	3.693366446
652	3.689952538
653	3.688501746
654	3.686354554
655	3.685676978
656	3.684691447
657	3.682516252
658	3.679116829
659	3.67812474
660	3.677965303
661	3.675372865
662	3.674875027
663	3.671079538
664	3.668873298
665	3.667516582
666	3.665727186
667	3.665613701
668	3.663711136
669	3.661982871
670	3.66191262
671	3.661488449
672	3.660463261
673	3.657138791
674	3.657016918
675	3.653296196
676	3.65250972
677	3.650617124
678	3.649223304
679	3.648161083
680	3.6460847
681	3.645554195
682	3.643938598
683	3.642877633
684	3.641900026
685	3.641034083
686	3.63880704
687	3.637470962
688	3.636912064
689	3.633758305
690	3.632529563
691	3.629701824
692	3.626485283
693	3.623810178
694	3.620785062
695	3.619113977
696	3.618609111
697	3.615757061
698	3.613227444
699	3.609304375
700	3.608721881
701	3.606825322
702	3.605287405
703	3.605141991
704	3.603492442
705	3.601898217
706	3.601457527
707	3.59683534
708	3.595032589
709	3.593098979
710	3.592422441
711	3.59090535
712	3.589078142
713	3.588184176
714	3.582851971
715	3.581851616
716	3.580421822
717	3.57920197
718	3.577310672
719	3.575442156
720	3.57284457
721	3.572630165
722	3.571542227
723	3.571030657
724	3.569046172
725	3.563647614
726	3.562057394
727	3.560370567
728	3.558233081
729	3.557115982
730	3.556165103
731	3.554856118
732	3.554412318
733	3.553872753
734	3.549611293
735	3.548726488
736	3.547135273
737	3.545165564
738	3.543534882
739	3.539623695
740	3.537763808
741	3.53759259
742	3.53280338
743	3.532614159
744	3.529592792
745	3.528125511
746	3.527936541
747	3.527801581
748	3.527014853
749	3.526307996
750	3.523598301
751	3.522107948
752	3.519434601
753	3.51935955
754	3.517786373
755	3.51628681
756	3.515037919
757	3.511447966
758	3.510860528
759	3.508645773
760	3.504841328
761	3.504278935
762	3.502425035
763	3.502039667
764	3.501966851
765	3.50010085
766	3.497275322
767	3.496087411
768	3.4954379
769	3.494056821
770	3.492144624
771	3.490374589
772	3.488708821
773	3.487806499
774	3.485720326
775	3.480144947
776	3.479988149
777	3.476305051
778	3.47621053
779	3.474536829
780	3.471134248
781	3.469966262
782	3.469047278
783	3.467877494
784	3.467188165
785	3.465614019
786	3.464881906
787	3.461380009
788	3.459530299
789	3.458409606
790	3.454686984
791	3.453326134
792	3.452661258
793	3.45192441
794	3.450767189
795	3.449222747
796	3.448852585
797	3.44840908
798	3.445474884
799	3.444060559
800	3.443545408
801	3.441503564
802	3.441300147
803	3.439775033
804	3.439618882
805	3.43788251
806	3.437619157
807	3.43442973
808	3.433278511
809	3.433117472
810	3.429658016
811	3.427017179
812	3.425725236
813	3.422931974
814	3.422625856
815	3.419449715
816	3.416913066
817	3.416687985
818	3.415430488
819	3.414118108
820	3.409895713
821	3.407780373
822	3.406576981
823	3.404738897
824	3.402161194
825	3.40042695
826	3.398911562
827	3.395875648
828	3.392977417
829	3.392001715
830	3.390417694
831	3.388745766
832	3.385475331
833	3.385150577
834	3.38359818
835	3.382688957
836	3.381673681
837	3.380073291
838	3.37647047
839	3.375908076
840	3.375846967
841	3.372851277
842	3.368986296
843	3.368821467
844	3.368728682
845	3.366243016
846	3.365918028
847	3.365679065
848	3.362337393
849	3.36141837
850	3.360962769
851	3.360238871
852	3.35860765
853	3.358543576
854	3.357307264
855	3.356719782
856	3.35536614
857	3.353453338
858	3.352956293
859	3.351238248
860	3.34987504
861	3.347816038
862	3.34668489
863	3.344063418
864	3.343756049
865	3.341126767
866	3.341082345
867	3.339432151
868	3.339368612
869	3.33820846
870	3.336791107
871	3.336042213
872	3.33546657
873	3.334816729
874	3.332627824
875	3.330857198
876	3.32794615
877	3.327254879
878	3.325350287
879	3.323345822
880	3.319816484
881	3.318703279
882	3.318522113
883	3.317009793
884	3.315698524
885	3.315474716
886	3.314530775
887	3.312701242
888	3.311951829
889	3.310133365
890	3.309939102
891	3.308880407
892	3.306422949
893	3.304986645
894	3.303620041
895	3.303319576
896	3.302049908
897	3.298277703
898	3.297457007
899	3.296508626
900	3.296417665
901	3.293665553
902	3.292276856
903	3.291331458
904	3.289244528
905	3.287765463
906	3.286364793
907	3.285240163
908	3.28279503
909	3.281136922
910	3.278540444
911	3.27696326
912	3.2768268
913	3.274462277
914	3.27425889
915	3.273823024
916	3.273279278
917	3.27159567
918	3.271497673
919	3.269763031
920	3.267158301
921	3.266938115
922	3.264289814
923	3.2634165
924	3.262689669
925	3.260536379
926	3.257882813
927	3.256098564
928	3.256054634
929	3.255373803
930	3.252490844
931	3.249436571
932	3.248009548
933	3.246447427
934	3.243548481
935	3.242709956
936	3.242001549
937	3.240269487
938	3.240249573
939	3.238099106
940	3.237226979
941	3.236046135
942	3.233049482
943	3.231970821
944	3.231032195
945	3.230317005
946	3.229912603
947	3.228644715
948	3.227422288
949	3.226594508
950	3.225149867
951	3.225082854
952	3.223027949
953	3.221868693
954	3.221743055
955	3.220268602
956	3.22023416
957	3.218678982
958	3.217757751
959	3.2164853
960	3.215485219
961	3.21288582
962	3.208801757
963	3.208584453
964	3.205621354
965	3.20353421
966	3.203137313
967	3.200004027
968	3.196920295
969	3.196172234
970	3.193418382
971	3.192317819
972	3.189947544
973	3.186770052
974	3.184211187
975	3.180599528
976	3.179374693
977	3.178094108
978	3.177191441
979	3.175517983
980	3.173242762
981	3.173150384
982	3.170236842
983	3.168394877
984	3.166863065
985	3.166335997
986	3.164706157
987	3.163451904
988	3.162298382
989	3.161264961
990	3.160413095
991	3.159378514
992	3.158540926
993	3.156983544
994	3.156129275
995	3.155545476
996	3.15432342
997	3.15329547
998	3.151378834
999	3.149004114
